booking_date	checkin_date	country	city	hotel_segment	room_type	nights	num_guests	breakfast_included	price_per_night	total_price
2025-04-11	2025-04-23	Spain	Valencia	Leisure	Family 	13	2	1.0	163.07	2119.86
2024-08-03	2024-09-06	Italy	Milan	Leisure	Standard	11	1	0.0	79.65	876.17
2024-06-01	2024-07-04	Italy	Rome	Leisure	Standard	10	3	1.0	85.61	856.14
2025-04-27	2025-04-30	UK	London	Conference	Deluxe	4	4	0.0	153.11	612.45
2024-05-23	2024-07-15	Italy	florence	Leisure 	Suite	9	3	1.0	198.53	1786.77
2024-08-29	2024-10-09	UK	London		Suite	7	3	1.0	146.51	1025.6
2024-08-29	2024-09-18	SPAIN	Valencia	Tour Group	Deluxe	9	3	0.0	150.35	1353.13
2025-02-25	2025-04-11	UK	Edinburgh	Business	DELUXE	3	2	1.0	146.07	438.2
2024-05-22	2024-06-02	Italy	Rome	Business	Standard	13	1	0.0	58.93	766.14
2024-11-28	2024-12-22	Ireland	Cork	Business	Family	4	4	1.0	230.13	920.53
2024-07-19	2024-09-14	Italy 	Rome	Leisure 	Family	4	1	1.0	179.67	718.68
2024-11-14	2024-11-24	Spain	Valencia	Conference	Suite	13	2	1.0	230.27	2993.57
2025-04-09	2025-04-30	Germany	Berlin	Leisure	FAMILY	4	3		217.08	868.33
2025-03-27	2025-04-20	ireland	Cork	Leisure	Family	6	1	0.0	172.41	1034.46
2025-02-20	2025-04-20	Italy	Rome	Conference	Family	9	2	1.0	177.09	1593.77
2024-09-15	2024-11-13	Uk	Edinburgh		Standard	4	1		84.24	336.97
2024-06-11	2024-07-08	Ireland	Galway 	Leisure	Family	5	3	1.0	170.28	851.41
2024-12-09	2025-01-30	Germany	Berlin	Leisure	Suite	6	2	0.0	264.31	1585.88
2025-01-05	2025-01-26	italy	FLORENCE	Conference	Deluxe	4	4	1.0	181.47	725.88
2024-06-02	2024-06-20	UK 	London	Leisure	Deluxe	8	4	0.0	170.14	1361.08
2024-11-14	2024-12-11	UK	London 	Business	Standard	4	4	1.0	98.43	393.7
2024-05-15	2024-05-25	GERMANY	Berlin	Leisure	Family	9	1	0.0	113.53	1021.74
2025-01-13	2025-02-25	Spain	Valencia	Conference	Suite	14	2	1.0	275.7	3859.81
2024-07-19	2024-08-24	Germany	Hamburg	business	Standard	14	3	1.0	123.27	1725.81
2025-02-24	2025-03-01	Italy	florence 	Leisure	Family	10	3	0.0	114.63	1146.31
2024-10-05	2024-10-22	UK	Manchester	Biz	Deluxe	13	3	1.0	149.3	1940.92
2025-03-03	2025-03-25	Ireland	Cork	conference	Deluxe 	12	3	0.0	173.13	2077.55
2024-07-08	2024-08-26	Italy	Milan	Business	Family	3	2	0.0	199.46	598.37
2025-04-09	2025-04-30	Italy	Rome	Business 	Standard	1	2	1.0	71.38	71.38
2024-08-18	2024-09-03	Italy	Florence	Leisure	Standard	5	4	1.0	79.67	398.35
2025-02-10	2025-02-24	Germany	Hamburg	Business	Deluxe	2	1	0.0	171.95	343.89
2024-12-12	2025-01-13	Italy	Milan	Conference	deluxe	8	2	1.0	142.63	1141.02
2024-06-09	2024-07-14	UK	Manchester	Business	 Deluxe	8	3		170.62	1364.99
2025-03-14	2025-04-10	Spain	Madrid	Conference	Deluxe	9	4	0.0	126.48	1138.31
2024-12-02	2024-12-18	Ireland	Cork	Leisure	Delux	10	4	1.0	150.93	1509.34
2025-03-05	2025-03-10	Ireland	Cork		Family	6	1	1.0	149.2	895.21
2025-04-04	2025-04-30	UK	London	Conference	Deluxe	11	3	1.0	131.1	1442.1
2024-07-22	2024-08-07	ITALY	Rome	Conference	Family	7	3	0.0	134.31	940.2
2024-11-13	2024-11-28	Spain	Barcelona	Leisure	Deluxe	3	3	1.0	156.64	469.92
2024-11-09	2024-12-05	Germany	Berlin	Biz	Deluxe	14	3	0.0	169.8	2377.15
2025-04-08	2025-04-30	Germany	Berlin		Suite	1	4		233.78	233.78
2025-04-29	2025-04-30	Italy	Florence	Conference	Standard	9	2	1.0	140.69	1266.25
2024-09-16	2024-11-10	Germany	Hamburg	Conference	Deluxe	3	1	0.0	175.45	526.36
2024-10-16	2024-11-06	GERMANY	Berlin 	Leisure	Deluxe	9	2	1.0	128.2	1153.81
2025-01-14	2025-02-26	Ireland	Galway	Conference	Family	2	3	1.0	205.9	411.8
2024-05-01	2024-06-10	italy	Florence	Business	Deluxe	10	2	1.0	112.74	1127.4
2024-11-12	2024-11-21	UK	Manchester	Leisure	Family	10	3	1.0	149.73	1497.3
2024-05-05	2024-05-18	UK	Edinburgh	Leisure	Suite	4	4	1.0	176.88	707.52
2025-01-18	2025-01-21	Ireland	Galway	Tour Group	Family	7	1	1.0	229.17	1604.19
2024-08-13	2024-09-20	Germany	Berlin	Leisure	delux	2	3	1.0	147.41	294.82
2024-08-13	2024-09-07	UK	london	Business	Family	4	2	0.0	119.6	478.41
2024-08-22	2024-09-24	Spain	Barcelona	Leisure	Deluxe	11	1	1.0	129.76	1427.33
2024-07-22	2024-09-10	Germany	Munich	Leisure	Family	2	4	1.0	110.11	220.23
2024-11-11	2024-11-23	Germany	Berlin	Leisure	Deluxe	12	2	0.0	125.42	1505.08
2024-07-08	2024-07-19	Italy	Milan		Standard	7	1		97.86	685.03
2024-08-31	2024-09-23	Germany	Munich	Leisure	Deluxe	11	3	0.0	113.51	1248.56
2025-02-20	2025-03-10	Italy	Milan	Conference	 Deluxe 	12	3	1.0	196.27	2355.19
2024-10-15	2024-10-17	 Italy	Milan	Leisure	Deluxe	2	4		207.1	414.19
2025-04-14	2025-04-30	Spain	Barcelona	Leisure	Standard	14	3	1.0	103.47	1448.58
2025-03-10	2025-03-18	UK	Manchester		Family	5	2	1.0	161.55	807.75
2025-02-06	2025-03-19	 Spain	Madrid	Leisure	Family	11	4	1.0	164.88	1813.7
2024-12-25	2024-12-30	Germany	Berlin		Family	3	1	1.0	230.21	690.63
2024-10-12	2024-10-23	Spain	Madrid	Leisure	 Deluxe	2	3	0.0	184.48	368.95
2024-10-30	2024-12-12	Ireland	galway 	Conference	Suite	4	3	1.0	316.51	1266.04
2025-04-12	2025-04-18	Spain	Valencia	Leisure	Deluxe	7	2	1.0	139.34	975.37
2025-02-04	2025-03-20	Ireland	Dublin	business	Deluxe	2	2	1.0	138.06	276.12
2024-10-17	2024-11-06	UK	Manchester	Leisure	Standard	10	2	1.0	102.09	1020.89
2025-04-06	2025-04-30	Ireland	Dublin	Leisure	Deluxe	14	1	1.0	216.95	3037.33
2024-05-18	2024-06-14	Italy	Rome	Leisure	Family	1	1	1.0	164.05	164.05
2024-12-03	2025-01-08	 Italy 	 Milan	Business	standard	14	1	1.0	71.81	1005.33
2024-06-22	2024-07-03	italy	Milan	Leisure	Family	10	1	1.0	142.09	1420.9
2024-07-14	2024-09-01	UK	Edinburgh	Leisure	Family	9	1	1.0	224.44	2019.95
2025-04-11	2025-04-30	Ireland	Dublin	Leisure	 Suite	8	2	1.0	194.56	1556.49
2024-09-07	2024-09-07	Germany	Munich	Leisure	 Family 	5	4	1.0	122.48	612.41
2024-10-18	2024-12-06	UK	London	Leisure Stay	Deluxe	4	2	0.0	115.13	460.54
2024-09-12	2024-10-23	Germany	Hamburg	Business	Standard	14	2	0.0	98.68	1381.58
2025-01-30	2025-03-29	UK	London		Family	5	3	0.0	193.61	968.04
2024-06-08	2024-08-06	ITALY	Milan	Conference	Standard	14	2	1.0	96.43	1349.97
2024-12-19	2025-01-21	Italy	Rome	Leisure	Suite	8	2	0.0	205.09	1640.7
2025-01-26	2025-03-09	Ireland	Cork	Leisure	Deluxe	7	2	0.0	68.44	479.11
2024-11-15	2024-11-25	Germany	Munich	Leisure	Suite	2	1	1.0	272.63	545.27
2024-12-18	2024-12-23	Germany	Hamburg	 Business 	Standard	8	4	1.0	109.04	872.35
2024-09-02	2024-09-30	Italy	Rome	Business	Suite	9	3	1.0	206.31	1856.78
2025-01-13	2025-01-31	 Germany	Hamburg	Business	Family	1	3	0.0	234.54	234.54
2024-12-27	2025-01-01	Spain	Barcelona 	Leisure	Family	8	2	1.0	142.43	1139.42
2024-10-11	2024-10-16	Spain	Madrid	Leisure	Suite	14	3	1.0	230.83	3231.67
2025-04-14	2025-04-28	Germany	Hamburg	leisure	STANDARD	4	1	1.0	105.74	422.94
2024-07-02	2024-08-29	Germany	Munich	Tour Group	Deluxe	2	3	0.0	143.71	287.41
2024-08-09	2024-09-20	Spain	barcelona	Leisure	 SUITE	4	2	1.0	213.8	855.19
2025-04-08	2025-04-15	UK	London	 Leisure	Family	4	3	1.0	183.95	735.79
2024-10-20	2024-11-16	Ireland	Dublin	Conference	Standard	14	4	1.0	143.84	2013.7
2024-12-25	2025-01-11	Ireland	Cork	Leisure	 Suite	2	1	0.0	153.47	306.93
2025-01-26	2025-01-30	Ireland	Cork	Leisure	Suite	3	3	0.0	198.82	596.46
2025-02-11	2025-02-15	Germany	Hamburg	Leisure	Standard	5	2	1.0	102.82	514.08
2024-10-09	2024-11-20	Spain 	Madrid	Conference	Suite	7	1	1.0	319.68	2237.79
2024-12-19	2025-01-03	Germany	Hamburg	Leisure	Standard	13	4	1.0	105.34	1369.44
2024-05-25	2024-07-22	ITALY	 Milan 	business	Suite	12	4	0.0	245.45	2945.44
2024-08-23	2024-09-17	Italy	Rome	Tour Group	Family	10	1	0.0	193.79	1937.91
2025-04-07	2025-04-30	Germany	Hamburg	Leisure	Family	12	2	1.0	172.69	2072.32
2025-01-25	2025-02-05	 Germany	BERLIN	Business	Family	7	2	0.0	211.26	1478.82
2025-01-02	2025-02-05	Spain	barcelona	 Leisure	family	11	3	1.0	214.86	2363.46
2025-03-12	2025-03-25	UK	Edinburgh	Business	Family	13	2	0.0	244.99	3184.88
2024-12-03	2025-01-09	Ireland	Galway	business	Standard	14	3	1.0	114.5	1602.94
2024-12-30	2025-01-07	Ireland	 Galway 	Tour Group	Suite	14	4	1.0	287.24	4021.31
2024-08-14	2024-08-25	Spain	Barcelona	Conference	FAMILY	8	4	1.0	214.49	1715.88
2025-02-09	2025-02-11	Uk	London	Conference	Family	9	3	0.0	140.02	1260.18
2024-05-12	2024-05-13	UK	London	 Leisure	Standard	14	1	1.0	119.3	1670.17
2025-01-26	2025-03-02	Ireland	Cork	Business	Standard	11	4	1.0	112.99	1242.89
2025-04-05	2025-04-30	Spain	Barcelona	Business	Family	12	1	1.0	207.64	2491.68
2024-12-02	2025-01-29	Italy	Florence	Leisure	Standard	2	1	1.0	80.39	160.78
2024-12-26	2025-01-17	Germany	Hamburg	Leisure	Family	3	4	1.0	226.76	680.28
2025-03-04	2025-04-17	 italy	Rome	business	Standard	1	1	1.0	81.0	81.0
2024-10-02	2024-10-19	Spain	 Madrid 	Leisure	Standard	5	2	0.0	93.98	469.92
2025-04-26	2025-04-30	Italy	Rome	Business	Family	2	3	0.0	95.55	191.11
2025-03-15	2025-04-21	UK	Edinburgh	leisure	Standard	2	4	0.0	103.04	206.08
2024-08-16	2024-10-02	Ireland	Galway	 Leisure 	Suite	1	1	0.0	327.49	327.49
2024-09-14	2024-10-10	Spain	Barcelona	Leisure	Deluxe	5	4	0.0	142.26	711.29
2025-04-18	2025-04-30	Ireland	Dublin	Conference	Deluxe	5	4		185.1	925.49
2024-05-29	2024-05-29	 SPAIN 	 Madrid 		Family	4	4	1.0	183.2	732.8
2025-04-14	2025-04-30	Germany	Hamburg	Conference	deluxe	3	3	0.0	200.67	602.01
2024-12-02	2025-01-10	UK	Manchester	Business	Suite	4	4	0.0	277.79	1111.18
2024-07-26	2024-08-30	UK	Edinburgh	 Leisure	Suite 	4	3	1.0	241.61	966.45
2024-07-07	2024-08-14	Ireland	DUBLIN	Leisure	Deluxe	12	1	1.0	167.66	2011.91
2025-02-12	2025-03-08	Italy	Rome	Leisure	Standard	7	4	1.0	82.94	580.57
2024-07-21	2024-07-29	Spain	Barcelona	leisure	FAMILY	10	3	1.0	163.46	1634.56
2024-09-09	2024-10-19	Germany	Berlin	Tour Group	Family	10	3	0.0	162.53	1625.25
2025-04-22	2025-04-30	Italy	Milan	Leisure	Standard	1	4	1.0	115.7	115.7
2025-02-27	2025-04-14	Italy	Milan	Tour Group	Standard	9	3	0.0	73.12	658.12
2024-07-23	2024-09-05	ireland	Galway	Leisure	Deluxe	6	4	1.0	158.17	949.01
2025-03-13	2025-03-26	UK	Manchester	business	Suite	4	1	1.0	235.04	940.17
2025-03-06	2025-04-14	Ireland	Dublin	Leisure	Suite	4	2	1.0	202.66	810.65
2024-10-31	2024-12-01	UK	Edinburgh	Leisure	Deluxe	7	2	1.0	133.07	931.49
2024-09-19	2024-10-15	Ireland	Dublin	leisure	Suit	11	1	1.0	221.24	2433.59
2024-09-13	2024-09-29	UK	Manchester	Business	 Family	9	2	1.0	153.95	1385.57
2024-09-19	2024-11-05	Germany	Munich	Leisure	Deluxe	4	4	0.0	136.96	547.85
2024-10-01	2024-10-09	 Spain 	valencia	Leisure	Standard	13	2	0.0	84.86	1103.19
2025-04-12	2025-04-30	Ireland	Cork	Conference	Suite	5	2		177.01	885.04
2024-09-01	2024-10-04	UK	Manchester	Leisure	Suite	3	1	1.0	247.15	741.46
2025-01-19	2025-01-22	UK	Edinburgh	Business	Deluxe	13	4	0.0	156.44	2033.77
2024-11-07	2024-12-05	UK	 Manchester	Conference 	Deluxe	4	1	0.0	145.91	583.63
2024-05-02	2024-05-12	UK	manchester	Business	Deluxe	5	1	0.0	130.59	652.94
2024-09-07	2024-10-16	 Spain	Madrid	Business	Deluxe	7	2	0.0	145.0	1015.01
2024-12-29	2025-01-04	Italy	Milan	Leisure	Suite	4	1	1.0	247.08	988.33
2025-03-02	2025-04-12	Spain	Madrid	Business	Deluxe	4	4	1.0	192.05	768.19
2024-09-18	2024-10-07	Spain	 Madrid	Leisure	Deluxe	6	4	1.0	176.53	1059.19
2024-05-01	2024-06-12	Ireland	Dublin	conference	Family	10	3	0.0	207.2	2072.05
2024-07-09	2024-08-12	Ireland	DUBLIN	Leisure	Family	11	2	0.0	232.68	2559.46
2024-09-23	2024-10-27	Spain	valencia	Business	Family	12	2	1.0	185.41	2224.92
2024-12-25	2025-02-22	Italy	Milan		Deluxe	10	2	1.0	140.45	1404.49
2024-10-04	2024-11-10	uk	London	leisure	Suite	8	3	1.0	262.55	2100.38
2025-04-05	2025-04-30	UK	London	Leisure	Family	13	2	0.0	134.81	1752.59
2024-10-13	2024-10-15	UK	Manchester	Business	Deluxe	2	2	1.0	193.99	387.99
2024-10-12	2024-10-31	Italy	Rome	Business	STANDARD	12	1	1.0	100.49	1205.91
2025-04-07	2025-04-30	Italy	MILAN	Leisure	Family	10	2	1.0	170.95	1709.53
2024-11-09	2024-12-18	Spain	Valencia	Business	Deluxe	3	2	0.0	149.19	447.57
2025-03-26	2025-03-29	Ireland	Galway	Business	Family	5	1	0.0	203.5	1017.48
2024-05-10	2024-05-13	UK	Edinburgh	Leisure	Standard	9	2	1.0	91.88	826.9
2024-11-17	2024-12-01	IRELAND	Galway	Business	Standard	4	1	1.0	74.52	298.09
2024-05-13	2024-05-24	Germany	Munich	Business	Family	4	4	1.0	235.65	942.61
2025-04-03	2025-04-30	Ireland	Galway	Business	Family	2	4	1.0	217.38	434.75
2024-09-13	2024-10-29	Germany	Hamburg	Conference	Family	2	4	1.0	180.14	360.29
2024-11-27	2024-11-27	Germany	Munich	Leisure	Standard	1	2	0.0	81.64	81.64
2024-10-17	2024-10-18	UK	Edinburgh	Conference	Suite	13	1	1.0	216.65	2816.41
2024-08-14	2024-08-14	Germany	Hamburg	Leisure	Family	8	4	1.0	154.86	1238.9
2025-03-10	2025-03-15	Spain	Barcelona	Conference	Standard	5	2	1.0	112.23	561.13
2024-05-23	2024-06-23	spain	Barcelona	Business	Standard	5	4	1.0	103.39	516.94
2025-02-25	2025-04-15	UK	Edinburgh	Tour Group	 Suite	13	3	1.0	260.5	3386.53
2024-10-15	2024-11-20	Germany	Hamburg	Leisure Stay	Suite	8	1	1.0	242.8	1942.38
2024-09-30	2024-10-20	Italy	Rome	Business	Deluxe	8	4	1.0	197.16	1577.32
2024-09-21	2024-10-29	 Germany	Munich	 Leisure	Standard	1	1	0.0	79.74	79.74
2024-05-16	2024-06-19	Italy	Florence	Tour Group	Standard	9	2	1.0	71.07	639.6
2024-11-14	2025-01-05	Spain	Madrid	 Conference 	Standard	9	4	0.0	121.03	1089.24
2025-02-18	2025-03-09	Italy	Florence	Leisure Stay	Deluxe	1	2	0.0	126.69	126.69
2024-08-04	2024-08-08	UK	manchester	Leisure	Family	14	3	1.0	175.44	2456.19
2024-07-28	2024-08-17	UK	Manchester	Tour Group	Standard	11	1	0.0	76.99	846.91
2024-08-19	2024-09-05	Spain	VALENCIA	Leisure	Suite	2	4	0.0	178.02	356.03
2025-04-17	2025-04-30	Spain	Valencia	Conference	Family	10	4	0.0	122.01	1220.11
2025-02-27	2025-03-22	Spain	Valencia	Business	Deluxe	12	1	0.0	139.97	1679.62
2024-05-12	2024-06-17	UK	Manchester	Leisure	Suite	6	4	1.0	242.6	1455.62
2024-05-23	2024-07-09	Italy	Florence 	Business	Deluxe	4	2	1.0	150.26	601.04
2024-06-12	2024-07-26	Ireland	Dublin 	Business	Deluxe	2	2	1.0	131.21	262.41
2025-04-18	2025-04-30	Spain	Valencia	Leisure	Family	9	1	1.0	174.54	1570.83
2025-04-03	2025-04-13	Ireland	Galway	Conference	Std	5	3	1.0	96.16	480.78
2024-09-05	2024-10-16	Spain	Barcelona	Tour Group	Family	9	3	1.0	162.56	1463.01
2024-06-18	2024-07-29	Italy	Rome		Deluxe	8	4	1.0	164.42	1315.37
2024-10-26	2024-12-08	Italy	Rome	Leisure	Suite	5	1	1.0	180.25	901.26
2024-11-08	2024-11-08	IRELAND	galway	 Leisure	Family	1	2	1.0	155.41	155.41
2024-05-09	2024-06-19	 Spain	Barcelona	 Business 	Suite	2	3	0.0	281.91	563.82
2024-09-22	2024-10-05	UK	Edinburgh	Business	SUITE	13	3	0.0	288.75	3753.76
2024-05-26	2024-07-12	UK	Manchester	Leisure	Suite	3	2	0.0	242.27	726.81
2025-03-05	2025-04-27	Ireland	Dublin	Business	Suite	5	2	1.0	303.33	1516.63
2024-05-26	2024-07-17	GERMANY	Munich	Business	Family	9	4	1.0	182.38	1641.42
2024-11-20	2025-01-07	Spain	Valencia	Leisure	Standard	8	3	0.0	66.52	532.12
2025-03-12	2025-04-30	Ireland	Galway 	Conference	Family	1	2	1.0	191.91	191.91
2024-10-29	2024-11-12	Ireland	Galway	Leisure	Deluxe	2	2	0.0	127.3	254.61
2024-08-09	2024-08-28	Italy	 Florence	Leisure	Suite	14	3	0.0	152.36	2133.06
2024-08-19	2024-09-29	Germany	Munich	Conference	Family	9	1	0.0	147.0	1322.97
2024-07-30	2024-07-31	Italy	Milan	Business	Suite	11	2	0.0	284.54	3129.99
2024-10-08	2024-12-01	Spain	Madrid	business	Standard	10	4	1.0	83.59	835.92
2025-03-11	2025-03-25	Italy	Florence	Conference	Family	7	4	0.0	186.92	1308.45
2025-03-27	2025-03-28	UK	 london	Business	Deluxe	2	3	1.0	193.27	386.53
2025-02-05	2025-03-08	GERMANY	Munich	Leisure	Suite 	8	1	1.0	275.39	2203.13
2024-09-13	2024-09-24	 germany	Hamburg	Leisure	Family	6	3	1.0	147.82	886.9
2025-01-12	2025-01-15	UK	Manchester	Tour Group	STANDARD	11	1	0.0	107.73	1185.06
2024-09-01	2024-10-05	Germany	Hamburg	Leisure	Family	12	1	0.0	125.34	1504.09
2024-11-24	2024-11-27	Germany	Hamburg	Business	 Suite	2	2	0.0	239.19	478.39
2024-12-16	2025-02-07	Germany	 Berlin 	Leisure	Standard	8	3	1.0	79.61	636.87
2025-02-12	2025-02-17	UK	Edinburgh	Business	Family	11	3	0.0	246.26	2708.85
2025-03-11	2025-04-15	Ireland	Galway	Tour Group	Suite	1	1	0.0	220.97	220.97
2024-07-12	2024-08-23	Germany	 Berlin 	Leisure	Standard	6	4	1.0	84.51	507.07
2024-09-20	2024-09-30	Ireland	Galway	Business	Standard	12	3	0.0	90.37	1084.5
2025-01-11	2025-01-23	Spain	Valencia	LEISURE	Suite	1	2	0.0	203.54	203.54
2025-01-21	2025-02-25	Spain	Valencia	Business	Family	4	1	1.0	191.16	764.66
2025-01-19	2025-02-27	Germany	Munich	 business	suite	1	4	0.0	288.13	288.13
2024-05-16	2024-06-18	UK	Manchester	Leisure	Suite	2	4	1.0	139.77	279.55
2024-06-01	2024-06-21	Ireland	Galway	Conference	Standard 	4	2	1.0	114.1	456.4
2024-12-20	2025-02-10	Ireland	Dublin	Conference	DELUXE 	8	3	1.0	144.57	1156.53
2024-09-15	2024-09-20	Italy	Florence	BUSINESS	Deluxe	13	3	1.0	200.54	2606.97
2025-03-01	2025-04-10	Ireland	Dublin	Leisure	Suite	3	2	1.0	245.83	737.5
2024-10-27	2024-12-05	Germany	Munich	leisure	Family	3	4	0.0	118.8	356.39
2024-05-11	2024-05-11	UK	London	Leisure	Deluxe	11	3	1.0	173.54	1908.93
2024-08-02	2024-08-06	UK	London	Leisure	Deluxe	1	2	1.0	150.65	150.65
2025-03-25	2025-04-03	Italy	Florence	Business	Deluxe	5	2	1.0	132.83	664.15
2025-01-15	2025-02-16	Ireland	Galway	Leisure	Standard	4	2	1.0	114.57	458.27
2024-06-17	2024-06-18	Italy	Florence	Leisure	Suite	6	4	0.0	223.91	1343.44
2024-08-01	2024-09-13	Germany	Berlin	business	suite 	5	4	1.0	247.27	1236.33
2024-06-24	2024-06-25	Italy	Milan	Leisure	Suite	2	4	0.0	213.76	427.52
2025-04-09	2025-04-30	UK	edinburgh	Conference	Standard	5	2	0.0	107.73	538.63
2024-10-22	2024-10-22	Germany	Berlin	Leisure	Family	13	2	1.0	173.94	2261.19
2024-07-01	2024-08-09	ireland	Dublin	Business	Standard	14	4	0.0	113.41	1587.79
2025-04-14	2025-04-17	Ireland	GALWAY	Leisure	 Deluxe	14	1	0.0	94.44	1322.2
2024-05-12	2024-06-26	UK	 Manchester	LEISURE	Suite	11	4	0.0	250.13	2751.42
2024-11-22	2024-12-13	Spain	Madrid 	Leisure	Delux	10	2	0.0	118.72	1187.19
2024-05-22	2024-07-07	Ireland	DUBLIN	Business	Delux	1	2	1.0	227.5	227.5
2024-07-12	2024-09-09	Spain	Valencia	leisure	Suite	6	4	0.0	283.57	1701.43
2024-10-20	2024-11-06	UK	Manchester	Leisure	SUITE	1	2	0.0	200.3	200.3
2024-10-07	2024-10-13	Ireland	Dublin	Leisure	standard	11	3	0.0	82.14	903.51
2024-12-04	2024-12-25	UK	London	Leisure	Family	4	4	1.0	137.73	550.94
2024-12-04	2024-12-25	italy	Florence	Business	Standard	6	2	1.0	105.22	631.32
2024-05-17	2024-06-25	Spain	Valencia	Leisure	Standard	4	4	0.0	90.48	361.92
2024-07-16	2024-08-01	IRELAND	Cork	Tour Group	Suite	2	4	1.0	232.09	464.19
2025-01-05	2025-02-26	Ireland	Cork	Leisure	Standard	10	2	0.0	74.81	748.12
2025-02-14	2025-04-10	UK	Edinburgh	Conference	Family	8	3	1.0	135.73	1085.8
2024-06-20	2024-08-15	Italy	milan	business	delux	3	3	0.0	190.85	572.56
2024-10-11	2024-11-29	 Germany 	Munich	Tour Group	Suite	13	4	0.0	272.47	3542.08
2024-12-07	2024-12-08	Germany	Berlin	Business	Deluxe	7	2	1.0	162.03	1134.23
2024-12-09	2025-02-03	UK	Manchester 	Leisure	Family	12	3	0.0	156.63	1879.61
2025-01-17	2025-02-06	Spain	Valencia	Leisure	Family	1	4	0.0	204.67	204.67
2024-11-20	2024-12-18	SPAIN	Barcelona	Business	Suite	5	1	1.0	201.07	1005.33
2025-03-22	2025-04-17	Ireland	Galway	Leisure	Deluxe	14	4	1.0	113.49	1588.91
2024-12-19	2025-01-10	Ireland	 Galway	Tour Group	 Family	5	2	0.0	165.25	826.25
2024-07-01	2024-07-12	SPAIN	 Madrid	Leisure	Deluxe	2	2	1.0	99.72	199.43
2025-02-14	2025-03-10	 Germany 	Berlin	BUSINESS	suite	6	1	0.0	240.42	1442.51
2024-07-18	2024-07-26	Ireland	Galway	Conference	Standard 	6	1		92.01	552.08
2025-03-19	2025-04-30	Italy	 Milan	BUSINESS	Standard	10	3	1.0	103.11	1031.11
2024-11-08	2024-11-26	Ireland	Galway	Leisure	Deluxe	5	2	0.0	129.81	649.04
2025-03-20	2025-04-30	Ireland	Dublin	Business	Deluxe	4	2	1.0	209.11	836.44
2024-07-15	2024-07-27	UK	London	Conference	Standard	11	3	1.0	111.64	1228.08
2025-03-01	2025-04-27	Germany	Munich	Business	Suite	14	4	1.0	335.75	4700.56
2024-05-12	2024-05-26	uk	London	Conference	Standard	7	4	1.0	110.03	770.18
2025-02-18	2025-04-05	 Italy	Milan	Tour Group	Standard	1	1	0.0	86.61	86.61
2025-03-07	2025-03-27	Italy	Milan	LEISURE	Suite	11	1	0.0	91.64	1008.0
2025-03-15	2025-03-22	Italy	ROME	 Leisure	Standard	13	3	1.0	118.75	1543.78
2024-11-17	2024-11-17	Ireland	Galway 	Tour Group	Suite	12	1	0.0	181.79	2181.42
2025-02-03	2025-03-25	UK	Edinburgh	Leisure	Deluxe	5	3	1.0	160.84	804.22
2025-04-24	2025-04-30	Spain	Madrid	leisure	 Standard 	5	1	1.0	97.01	485.07
2024-06-06	2024-07-27	UK	Manchester	Leisure	Suite	5	3	0.0	278.93	1394.65
2024-06-04	2024-07-05	Germany	Berlin	Business	 Deluxe	2	3	1.0	175.77	351.54
2024-05-13	2024-06-09	Germany	Munich	Business	Suite	7	2	1.0	290.24	2031.67
2024-12-16	2025-01-05	Spain	Madrid	Business	Suite	1	2	1.0	231.64	231.64
2025-03-05	2025-04-19	UK	Manchester	Tour Group	Standard	10	2		70.96	709.6
2024-10-20	2024-10-27	UK	Manchester	Conference	Family	7	4	0.0	151.79	1062.51
2025-02-25	2025-04-04	UK	Edinburgh	Tour Group	Suite	4	2	0.0	198.58	794.31
2024-10-08	2024-12-05	UK	London	Business	Family	8	4	1.0	142.71	1141.69
2024-11-04	2024-12-03	Ireland	Cork	Leisure	Deluxe	7	3	1.0	196.95	1378.63
2024-07-04	2024-08-27	UK	London	Business	 Standard	4	1	0.0	103.95	415.78
2025-04-24	2025-04-30	UK	London	Tour Group	Deluxe	13	4	0.0	125.47	1631.17
2024-09-15	2024-10-22	Ireland	Cork	Leisure	delux	2	1	1.0	189.18	378.37
2024-09-21	2024-11-02	Spain	Madrid	Leisure	Standard	13	3	1.0	107.34	1395.42
2024-09-10	2024-09-21	GERMANY	Munich	Leisure	Deluxe	7	3	1.0	171.45	1200.15
2024-06-30	2024-07-09	Ireland	Galway	Leisure	Standard	9	2	1.0	115.53	1039.76
2024-09-13	2024-09-29	Ireland	Dublin	Conference	Family	9	2	0.0	75.34	678.02
2024-12-08	2025-01-15	Uk	Edinburgh	Leisure	 Standard	5	4	1.0	66.92	334.6
2024-11-13	2024-11-14	Germany	Berlin	Leisure	Deluxe	2	2	1.0	161.33	322.66
2025-04-02	2025-04-22	Germany	Hamburg	conference	Family	4	4	0.0	126.05	504.2
2024-07-24	2024-09-17	Spain	barcelona	Conference	Standard	14	3	1.0	78.87	1104.19
2024-10-20	2024-11-12	 Italy 	Florence	Business	Standard	14	1	1.0	98.62	1380.68
2024-08-02	2024-09-11	UK	Edinburgh	Leisure	family	3	2	1.0	173.34	520.01
2025-03-16	2025-04-23	UK	Manchester	Business 	Family	2	1	0.0	138.3	276.6
2025-03-09	2025-04-25	Spain	Barcelona	Business	Suite	10	4	1.0	186.69	1866.91
2024-09-02	2024-09-03	Ireland	Galway	leisure	Family	8	2	0.0	190.65	1525.23
