order_datetime	city	platform	cuisine_type	delivery_distance_km	delivery_time_min	items_count	basket_value	delivery_fee	tip_amount	total_paid
2024-10-24 22:16	Cork	UberEats	INDIAN	4.24	38.1	4	54.83	3.12	3.77	61.72
2025-01-08 17:41	Galway	JustEat	Thai	2.34	28.5	1	13.1	2.17	0.0	15.27
2024-09-28 23:33	Cork	UberEats 	Thai	0.72	21.9	3	39.49	2.0	3.43	44.92
2024-06-29 21:19	 Dublin 	UberEats	Pizza	4.08	39.0	3	56.48	3.04	0.0	59.52
2025-02-03 19:51	Limerick	Deliveroo	Chinese	4.01	27.2	5	43.42	3.01	5.03	51.46
2025-03-08 12:26	Cork	Ubereats	Pizza	3.28	24.2	4	40.24	2.64		42.88
2024-10-22 14:54	Dublin	deliveroo 	Pizza	3.0	29.2	3	40.32	2.5	0.0	42.82
2024-05-22 17:24	dublin	 JustEat	Burgers	3.41	35.5	3	43.81	2.7	1.3	47.81
2024-05-31 20:17	Cork	Deliveroo	Chinese	3.42	29.3	5	44.5	2.71	0.0	47.21
2024-06-28 18:12	Dublin	UberEats	pizza	0.74	20.1	5	60.77	2.0	0.0	62.77
2024-06-27 14:54	dublin	JustEat	Burgers	2.56	35.0	1	13.37	2.28	0.0	15.65
2024-07-28 23:01	LIMERICK	Deliveroo	Chinese	1.12	31.2	4	46.19	2.0	0.0	48.19
2025-02-09 19:49	Dublin	 Deliveroo	Burgers	1.67	32.8	1	10.38	2.0	2.21	14.59
2024-09-23 14:09	cork	UberEats	Sushi	1.69	23.3	3	55.04	2.0	0.0	57.04
2024-09-29 22:03	Dublin	JustEat	Indian	0.38	30.5	5	56.39	2.0	0.0	58.39
2024-09-08 18:10	Galway	UberEats	Burgers	4.47	37.9	4	33.44	3.23	0.0	36.67
2025-02-26 12:46	Limerick	 DELIVEROO	Pizza	3.08	24.6	1	11.96	2.54	3.87	18.37
2024-07-01 14:28	 Dublin	Deliveroo 	Chinese	2.75	28.1	5	57.47	2.37	0.0	59.84
2024-10-08 16:05	Cork	UberEats	Cafe	4.74	37.8	1	6.5	3.37	0.0	9.87
2024-05-17 16:49	Galway	Deliveroo	Chinese	3.38	35.1	1	13.65	2.69	3.83	20.17
2024-05-08 14:28	Galway	JustEat	Sushi	7.36	39.8	5	64.52	4.68	0.0	69.2
2024-07-15 17:32	Dublin	UberEats	Thai	2.08	25.0	4	54.56	2.04	3.39	59.99
2024-11-07 20:21	Galway	ubereats	indian	4.52	39.8	3	35.36	3.26	0.0	38.62
2024-12-20 22:07	Cork	Ubereats	Sushi	3.01	35.0	3	53.99	2.51	3.93	60.43
2025-02-25 12:30	 Dublin 	JustEat	Thai	1.92	42.6	2	22.86	2.0	0.01	24.87
2025-01-14 12:59	Dublin	UberEats	Chinese	4.58	38.5	5	58.71	3.29	1.28	63.28
2024-08-15 17:49	Limerick	 justeat 	Indian	1.47	22.0	2	30.04	2.0	0.0	32.04
2025-01-23 21:16	Dublin	deliveroo	Burgers	1.11	34.3	1	5.0	2.0	0.42	7.42
2024-11-13 10:40	Dublin	Deliveroo	pizza	3.89	37.1	3	26.71	2.94	0.0	29.65
2025-04-14 19:41	Cork	Deliveroo 	Burgers	1.27	27.9	5	54.66	2.0	0.0	56.66
2024-06-21 14:21	Cork	 Deliveroo 	Thai 	0.22	25.8	4	56.52	2.0	0.0	58.52
2025-01-04 16:58	Belfast	 UBEREATS 	Burgers	1.82	18.8	1	13.36	2.0	0.0	15.36
2024-09-26 13:05	Galway	deliveroo	Thai 	1.3	38.2	2	28.64	2.0	1.66	32.3
2024-10-07 18:45	Dublin	Uber Eats	Chinese	3.03	36.7	4	56.32	2.51	3.52	62.35
2024-06-28 21:09	Dublin	UBEREATS	Burgers	0.62	19.2	5	51.81	2.0	0.0	53.81
2024-08-09 20:12	Dublin	JustEat	chinese	2.12	30.7	5	48.71	2.06	3.68	54.45
2024-05-14 17:10	Dublin	Deliveroo	indian	2.71	36.4	5	78.92	2.35	0.0	81.27
2025-03-11 13:14	Cork	JustEat	Chinese	2.0	21.2	2	16.27	2.0	0.0	18.27
2024-08-15 23:52	Dublin	UberEats	Burgers	4.51	30.6	2	22.45	3.26	0.0	25.71
2024-07-16 18:48	Limerick	JustEat	Pizza	2.71	30.2	4	68.52	2.35	2.98	73.85
2024-11-08 19:39	Limerick	ubereats	Pizza	5.42	31.9	1	10.87	3.71	0.0	14.58
2025-02-18 13:44	Cork	UberEats	Thai	6.07	47.2	1	11.83	4.03	1.95	17.81
2024-09-27 23:34	Dublin	Deliveroo App	Burgers 	1.52	31.0	4	36.6	2.0	3.1	41.7
2024-07-19 19:43	dublin	JustEat	Indian	2.32	29.0	3	65.02	2.16	3.97	71.15
2025-04-14 14:05	Limerick	JustEat	Cafe	1.06	25.8	5	35.06	2.0		37.06
2025-03-18 17:16	Dublin	JustEat	Pizza	3.56	30.4	5	58.47	2.78		61.25
2024-12-04 10:29	Belfast	JustEat	 Sushi	3.23	32.2	3	53.97	2.62	0.0	56.59
2024-07-16 19:27	Dublin	 UberEats 	Chinese	3.37	39.2	1	15.62	2.69	2.26	20.57
2025-04-20 19:00	Limerick	Justeat	Pizza	3.73	33.3	1	10.01	2.87	3.26	16.14
2024-09-02 23:23	Dublin	UberEats	Burgers	4.57	34.9	1	8.83	3.29	7.48	19.6
2024-11-17 12:46	Galway	Deliveroo	Indian	6.3	46.2	1	14.58	4.15	0.0	18.73
2024-09-01 18:08	LIMERICK	UberEats	Pizza	1.62	14.2	4	53.36	2.0	0.0	55.36
2024-05-11 22:14	Galway	 UberEats	Indian	2.51	28.8	4	56.58	2.26	0.0	58.84
2024-12-08 10:10	Dublin	UberEats	Pizza	4.44	37.0	5	78.27	3.22	0.0	81.49
2024-12-24 10:33	 Cork	UberEats	Cafe	1.8	27.5	2	19.56	2.0	2.69	24.25
2024-09-27 21:23	Cork	JustEat	Burgers	2.31	29.2	2	24.65	2.16	0.0	26.81
2024-06-25 11:45	Dublin	UberEats	Sushi	2.63	39.1	5	105.49	2.32	0.0	107.81
2024-07-30 23:14	Cork	InHouse	Chinese	2.25	29.6	3	47.97	0.0	0.0	47.97
2025-04-29 16:13	Dublin	JustEat	Indian	1.68	28.3	2	33.3	2.0	4.69	39.99
2025-01-17 15:10	Galway	deliveroo	Indian	0.54	21.0	5	56.19	2.0	0.0	58.19
2025-01-26 12:03	Dublin	UberEats	Burgers	3.45	45.1	1	8.81	2.72	0.0	11.53
2024-10-07 21:41	Dublin	Deliveroo 	chinese	3.66	34.8	4	25.76	2.83	0.0	28.59
2024-10-03 19:36	 CORK 	UberEats	Cafe	2.91	37.0	3	20.17	2.46	2.25	24.88
2024-11-11 20:02	dublin	JustEat	Indian	4.07	37.0	2	20.99	3.03	4.16	28.18
2024-08-08 16:14	Dublin	justeat	 Chinese	0.2	12.5	5	58.85	2.0	0.0	60.85
2024-08-21 16:44	Cork	InHouse	Thai	1.01	31.7	1	16.53	0.0	3.17	19.7
2024-10-13 21:08	 Dublin	JustEat	Burgers	3.11	38.1	5	57.21	2.55	5.31	65.07
2024-12-31 11:59	Limerick	JustEat	Indian	3.27	30.2	1	16.46	2.63	1.87	20.96
2024-08-04 19:32	Cork	 UberEats 	Indian	3.46	35.2	1	15.09	2.73	3.27	21.09
2025-02-07 20:10	Belfast	UberEats	Pizza	4.14	21.6	5	83.02	3.07	0.0	86.09
2025-02-13 14:24	Dublin	Deliveroo	Pizza	2.19	16.9	3	54.94	2.1	2.33	59.37
2025-02-08 15:04	GALWAY	UberEats	Pizza	3.13	36.9	1	15.74	2.57	1.78	20.09
2024-06-16 23:54	 Dublin 	UberEats	Indian	4.16	45.2	4	66.08	3.08	0.0	69.16
2024-08-24 23:12	 Galway 	UberEats	Burgers 	0.2	22.4	5	39.34	2.0	2.12	43.46
2025-01-17 22:08	Dublin	Deliveroo	Thai	4.47	29.8	1	16.83	3.23	0.0	20.06
2024-07-13 21:24	Limerick	UberEats	Indian	3.81	44.5	1	14.67	2.9	0.0	17.57
2025-03-18 15:59	Dublin	Deliveroo	Pizza	1.54	27.6	4	58.32	2.0	3.77	64.09
2024-09-11 18:53	Limerick	Deliveroo	Burgers	2.7	31.9	4	42.64	2.35	0.0	44.99
2025-04-04 19:23	Cork	deliveroo	Burgers 	4.7	42.7	1	12.07	3.35	0.0	15.42
2025-02-27 10:53	Dublin	JustEat	Burgers	3.25	46.7	5	47.19	2.63	5.12	54.94
2024-08-31 19:13	Cork	Deliveroo App	Pizza	3.94	26.1	5	44.72	2.97	4.49	52.18
2025-01-12 13:50	Dublin	Deliveroo	Chinese	6.59	48.7	4	41.62	4.3	0.0	45.92
2024-11-08 19:36	Galway	deliveroo	Cafe	3.37	27.6	4	39.01	2.69	0.0	41.7
2024-09-17 15:45	Cork	UBEREATS	Chinese	4.19	30.3	2	28.53	3.09	0.0	31.62
2024-09-12 14:16	Dublin 	Deliveroo	pizza	6.05	43.0	4	65.7	4.03	2.87	72.6
2024-10-12 19:50	Dublin	UberEats	Burgers	0.81	13.8	4	46.24	2.0	3.65	51.89
2025-02-10 20:17	Limerick	UberEats	Indian	4.41	40.1	4	15.04	3.21	0.0	18.25
2024-05-02 10:38	Cork	JustEat	Pizza	3.99	33.3	3	42.15	3.0	0.0	45.15
2024-11-01 10:07	dublin	JustEat	cafe	3.81	44.4	5	22.19	2.91	0.0	25.1
2025-04-06 10:41	Cork	ubereats	 Indian 	3.01	20.6	2	21.29	2.5	0.0	23.79
2024-11-05 17:26	Dublin	UberEats	Pizza	1.63	24.2	1	11.38	2.0	0.0	13.38
2024-12-29 11:37	Dublin	InHouse	burgers	3.11	28.0	1	10.65	0.0	3.78	14.43
2025-04-02 15:13	Dublin	JustEat	Cafe	3.36	33.3	4	32.9	2.68	0.0	35.58
2024-09-10 14:56	Galway	 InHouse	Burgers	2.23	37.1	5	59.55	0.0	4.59	64.14
2025-02-28 20:30	Cork	UberEats	Burgers	5.82	41.5	4	45.2	3.91	4.04	53.15
2025-04-02 10:09	Galway 	UberEats	INDIAN	2.21	31.7	3	37.39	2.1	2.44	41.93
2024-10-28 16:59	Limerick	Deliveroo	Pizza	0.36	15.8	4	53.72	2.0		59.95
2025-01-01 16:21	Galway	UberEats	Pizza	3.6	31.4	2	35.82	2.8	0.0	38.62
2024-06-02 15:55	Cork	InHouse	Cafe	0.96	30.1	5	36.09	0.0	3.61	39.7
2024-09-08 11:43	Dublin	UBEREATS	Thai	3.2	22.2	5	69.73	2.6	2.43	74.76
2024-06-05 18:10	Dublin	UberEats	Thai	7.44	57.3	2	31.07	4.72	0.0	35.79
2024-07-20 16:05	Belfast	deliveroo 	Burgers	0.52	20.6	5	36.55	2.0	0.0	38.55
2025-01-02 18:22	 Limerick	Justeat	Indian	3.31	21.2	3	37.35	2.65	4.59	44.59
2024-06-29 10:41	Limerick	Deliveroo App	Sushi	1.8	27.6	4	79.7	2.0	0.82	82.52
2025-01-23 15:38	Cork	UberEats	PIZZA	6.83	42.9	2	27.21	4.41	0.0	31.62
2024-12-16 21:07	Limerick	 JustEat	Pizza	3.21	30.1	3	39.86	2.61	0.0	42.47
2024-12-06 22:52	Cork	JustEat	Indian	2.2	20.8	5	95.14	2.1	0.0	97.24
2025-04-25 15:15	LIMERICK	UberEats	Indian	1.65	28.8	5	69.91	2.0	0.0	71.91
2024-10-01 16:54	Cork	Deliveroo	Burgers	3.99	40.1	3	41.55	3.0	4.49	49.04
2025-03-05 19:55	Galway	Deliveroo	Sushi	2.02	36.3	1	16.51	2.01	0.0	18.52
2024-10-24 12:33	Dublin	JustEat	 Pizza 	4.46	37.2	5	75.55	3.23		78.78
2024-08-09 15:38	Belfast	UberEats	Indian	0.2	13.6	3	48.54	2.0	4.4	54.94
2024-08-26 13:02	DUBLIN	UberEats	Pizza	5.73	36.5	4	32.0	3.87	4.13	40.0
2024-11-28 23:26	 Limerick 		Pizza	3.7	37.8	3	58.82	2.85	0.61	62.28
2024-06-17 12:20	Dublin	Deliveroo	Pizza	5.01	42.9	1	14.62	3.51	0.0	18.13
2024-08-31 15:53	Dublin	JustEat	Pizza	2.29	36.4	5	58.7	2.15	0.0	60.85
2025-04-06 20:34	Galway	UberEats	Burgers	4.17	45.1	2	24.75	3.09	0.0	27.84
2024-07-06 21:32	dublin	JustEat	Indian	2.65	17.1	4	52.7	2.32	4.46	59.48
2024-11-03 20:30	Dublin	Ubereats	Indian	4.54	34.4	5	41.31	3.27	0.0	44.58
2024-08-14 15:10	Limerick	UberEats	Chinese	3.8	37.8	1	10.51	2.9	3.04	16.45
2025-03-15 17:58	Dublin	JustEat	 Indian 	1.71	27.7	4	38.48	2.0	0.0	40.48
2024-10-13 15:18	Limerick	Deliveroo	Indian	2.58	25.2	3	41.03	2.29	3.19	46.51
2024-09-17 19:45	Limerick	UberEats	Pizza	3.78	38.0	4	39.09	2.89	0.88	42.86
2024-07-14 19:50	Dublin	UberEats	Pizza	4.37	29.1	3	30.55	3.19	4.45	38.19
2024-05-05 23:22	Limerick	Deliveroo	Burgers	5.4	51.6	1	8.66	3.7	0.0	12.36
2025-03-09 16:37	Cork	UberEats	Chinese	3.03	25.3	4	53.28	2.51	0.0	55.79
2024-09-11 16:29	Dublin	JustEat	Burgers	2.65	37.3	5	59.6	2.33	0.0	61.93
2024-12-05 20:05	Dublin	Justeat	Pizza	4.47	45.8	5	60.98	3.23	0.0	64.21
2024-05-19 22:42	Dublin 	UberEats	Thai	5.79	40.0	1	14.36	3.89	0.0	18.25
2024-05-30 14:01	Cork	Deliveroo	Chinese	3.56	36.7	2	30.19	2.78	1.34	34.31
2025-01-02 21:56	CORK	JustEat	Chinese	1.19	23.8	3	33.78	2.0	2.95	38.73
2024-07-23 13:16	dublin	JustEat	Cafe	4.41	38.9	2	16.09	3.2	0.0	19.29
2025-03-03 23:59	Cork	UberEats	Chinese	0.59	22.7	2	27.57	2.0	3.56	33.13
2024-07-15 14:13	Dublin	JustEat	Indian	2.99	30.4	5	63.45	2.5	3.53	69.48
2024-11-11 16:57	Dublin	JustEat	Cafe	2.82	31.5	1	8.44	2.41	0.0	10.85
2024-10-13 18:45	CORK	Deliveroo	Pizza	3.51	34.7	4	51.27	2.76	3.19	57.22
2024-06-02 19:28	dublin	 InHouse 	Indian	1.4	17.3	2	33.9	0.0	2.51	36.41
2024-12-31 10:47	Dublin	Deliveroo	Thai	0.2	11.3	2	21.16	2.0	0.0	23.16
2024-05-25 16:52	Dublin	UberEats	Burgers	4.53	37.4	5	51.95	3.27	0.0	55.22
2024-10-21 21:41	Dublin	UberEats	Indian	1.74	27.0	5	67.34	2.0	0.0	69.34
2024-07-26 10:15	Dublin	JustEat	Indian	3.77	33.3	2	19.53	2.88	0.0	22.41
2024-11-30 22:06	Cork	Deliveroo	Thai	2.8	35.1	2	30.42	2.4	5.09	37.91
2024-08-09 18:37	Belfast	DELIVEROO	Indian	3.22	31.8	4	45.4	2.61	0.0	48.01
2024-05-16 18:16	 Limerick	UberEats	Pizza	3.01	30.4	4	49.51	2.5	0.0	52.01
2024-06-16 18:20	Cork 	UBEREATS	Pizza	3.37	24.6	1	12.05	2.69	1.6	16.34
2024-10-07 21:52	Limerick	 UberEats	Pizza	5.17	43.9	1	13.93	3.58	3.4	20.91
2025-04-24 15:52	Cork	Deliveroo	Cafe	3.2	35.9	3	23.97	2.6		26.57
2024-09-09 23:44	Belfast	UberEats	Chinese	1.87	38.1	1	7.83	2.0	0.0	9.83
2025-04-27 14:12	DUBLIN	Deliveroo	Thai	2.07	40.7	4	46.14	2.04	4.43	52.61
2025-03-27 19:59	Dublin	Deliveroo	Thai	4.7	32.9	1	15.28	3.35	0.0	18.63
2024-06-12 16:39	 Belfast	UberEats	Cafe	3.76	39.0	1	6.73	2.88	0.0	9.61
2024-11-06 18:06	Dublin	JustEat	Chinese	5.76	53.1	1	16.82	3.88	1.44	22.14
2025-01-02 12:00	Galway	Deliveroo	Chinese	5.45	41.3	5	58.52	3.72	0.0	62.24
2024-12-11 22:40	Limerick	UberEats	Pizza	4.61	22.3	1	20.77	3.3	0.0	24.07
2025-04-06 12:10	Limerick	deliveroo	Cafe	2.59	45.9	2	15.54	2.3	0.0	17.84
2024-09-10 17:00	Dublin	UBEREATS	Pizza	4.94	37.3	1	13.89	3.47	0.0	17.36
2025-02-26 12:46	Limerick	InHouse	Thai 	3.35	26.8	2	32.5	0.0	0.0	32.5
2024-08-02 13:02	Belfast	JustEat	PIZZA	4.52	36.4	1	12.05	3.26	0.0	15.31
2025-01-08 17:07	Dublin	JustEat	Sushi	5.95	46.8	4	72.09	3.98	0.0	76.07
2024-12-19 18:09	Belfast	Deliveroo	Burgers	2.58	27.9	1	7.37	2.29	0.84	10.5
2024-11-01 20:37	Dublin	Deliveroo	Indian	5.64	36.0	4	57.58	3.82	0.0	61.4
2024-05-15 22:54	Galway	JustEat	Pizza	2.74	46.7	5	33.31	2.37	0.0	35.68
2025-02-01 15:01	Dublin	JustEat	 Cafe 	5.55	44.5	5	35.99	3.77	0.0	39.76
2024-11-05 20:18	Limerick	justeat	Pizza 	2.05	29.5	4	73.47	2.03	5.7	81.2
2024-09-19 23:39	Dublin	JustEat	Cafe	4.98	36.0	2	15.95	3.49	0.0	19.44
2025-04-21 18:32	dublin	 UberEats	Chinese	0.78	20.6	1	12.34	2.0		14.34
2024-09-27 11:41	Belfast	ubereats	Indian	0.2	13.9	5	45.59	2.0	0.0	47.59
2025-02-24 17:38	Galway	DELIVEROO	Sushi	3.69	38.4	4	47.32	2.84	0.0	50.16
2025-01-14 13:21	Galway	Deliveroo	Indian	2.49	35.8	3	55.67	2.24	0.0	57.91
2024-10-05 20:52	Cork	Deliveroo	Thai	4.03	41.3	2	35.42	3.01	0.0	38.43
2025-03-12 18:16	Galway	UberEats	Thai	4.17	33.2	3	51.18	3.08	2.6	56.86
2025-03-07 20:39	Cork	UberEats	Thai	5.6	48.1	2	35.69	3.8	0.0	39.49
2024-11-17 20:01	Cork		 Indian 	1.35	31.2	1	21.49	2.0	0.36	23.85
2024-10-18 19:50	Dublin 	UberEats	Pizza	2.89	38.9	1	13.31	2.45	2.72	18.48
2025-01-07 20:24	Dublin	UberEats	Cafe	3.21	32.8	4	30.11	2.6	1.04	33.75
2024-05-21 14:59	Galway	Deliveroo	Burgers	1.52	22.0	5	28.69	2.0	6.08	36.77
2025-02-12 16:58	Dublin	Deliveroo	Chinese	2.0	31.9	5	88.3	2.0	0.0	90.3
2024-10-03 22:03	Belfast	Deliveroo	Pizza	1.65	27.7	5	64.38	2.0	3.02	69.4
2025-02-27 21:37	Dublin	JustEat	Chinese	4.65	47.9	3	35.57	3.32	0.0	38.89
2024-08-27 16:28	Dublin	Deliveroo	Indian	1.27	22.6	5	71.18	2.0	0.0	73.18
2024-11-29 13:49	Galway	UberEats	Chinese	1.56	29.3	3	21.18	2.0	0.0	23.18
2024-09-08 12:05	Cork	UberEats	Burgers	2.2	23.8	1	11.08	2.1	0.0	13.18
2025-04-22 11:55	Dublin	UberEats	Pizza	1.6	32.9	4	59.77	2.0	2.87	64.64
2024-07-10 18:21	 Dublin	deliveroo 	Burgers	3.64	34.6	1	7.44	2.82	3.29	13.55
2024-05-17 22:35	Limerick	JustEat	Chinese	3.59	32.6	2	27.05	2.8	3.79	33.64
2025-02-17 22:42	Dublin	UberEats	Thai	2.95	25.0	1	7.85	2.47	4.97	15.29
2025-03-14 11:43	Dublin	UberEats	Pizza	2.14	22.4	4	60.64	2.07	3.66	66.37
2024-08-09 11:53	Dublin	UberEats	Indian	0.35	17.5	4	61.96	2.0	1.25	65.21
2024-10-02 21:21	Cork	JustEat	Thai	2.66	38.0	3	50.38	2.33	0.0	52.71
2024-09-15 16:06	Belfast 	deliveroo 	Chinese	4.54	45.4	1	5.49	3.27	3.92	12.68
2024-10-31 21:54	Galway	Deliveroo App	Indian	1.24	28.1	2	30.24	2.0	0.0	32.24
2024-08-28 19:50	Limerick	InHouse	Pizza	1.57	19.9	3	36.08	0.0	0.0	36.08
2025-03-26 14:48	Dublin	UberEats	 Indian 	1.64	24.3	5	60.67	2.0	0.0	62.67
2024-10-12 23:08	Galway 	ubereats	Chinese	1.81	42.7	4	48.95	2.0	3.7	54.65
2024-09-12 15:48	Galway	Deliveroo	Burgers	4.12	39.6	5	70.78	3.06	0.0	73.84
2025-03-07 14:49	Dublin	JustEat	Burgers	0.2	23.8	2	19.74	2.0	2.61	24.35
2025-03-23 19:07	Dublin	Deliveroo	PIZZA	3.65	33.0	1	15.83	2.83	0.0	18.66
2024-05-30 15:33	Dublin	UBEREATS	Pizza	2.61	34.0	2	31.63	2.3	1.69	35.62
2025-03-02 18:41	Dublin	JustEat	pizza	0.68	26.5	1	11.75	2.0	0.0	13.75
2024-10-06 20:27	Dublin	UBEREATS	Burgers	1.91	19.6	2	24.33	2.0	0.0	26.33
2025-03-31 18:47	belfast	UberEats	Indian	3.08	36.9	3	49.95	2.54	2.93	55.42
2024-11-04 18:25	Limerick	UberEats	Chinese	1.74	15.7	5	82.94	2.0	2.37	87.31
2024-12-02 15:00	Cork	UberEats	burgers	4.34	36.5	1	5.65	3.17	1.62	10.44
2025-04-18 13:21	Dublin	Deliveroo	 Chinese	3.78	33.6	5	39.38	2.89	2.14	44.41
2024-09-20 15:48	Dublin	UberEats	Pizza	3.86	33.8	1	14.0	2.93		20.45
2024-06-03 10:11	Dublin	UberEats	Chinese	2.67	29.7	1	11.22	2.33	0.0	13.55
2024-11-18 15:59	Galway	Deliveroo	Pizza	1.26	28.1	3	42.12	2.0	0.0	44.12
2024-07-24 14:40	GALWAY	UberEats	Thai	3.93	41.3	2	23.08	2.97	3.02	29.07
2024-11-29 21:38	Limerick	DELIVEROO	Thai	1.74	26.6	5	82.15	2.0	4.18	88.33
2025-02-22 19:21	Dublin	Deliveroo App	 Pizza	2.2	23.0	3	32.62	2.1	2.55	37.27
2025-03-04 11:06	Galway	UberEats	Burgers	2.56	41.3	4	38.54	2.28		45.34
2024-12-24 19:10	Belfast		Pizza	4.08	37.5	1	22.72	3.04	0.0	25.76
2024-10-13 21:34	Limerick	ubereats	Thai	2.26	27.5	4	67.34	2.13	3.32	72.79
2024-07-21 21:39	DUBLIN	UberEats	Indian	1.86	24.6	5	72.75	2.0	2.96	77.71
2025-03-08 16:55	Dublin	Deliveroo	Pizza	0.2	23.1	5	53.8	2.0	5.06	60.86
2024-07-01 18:06	Cork	Deliveroo	Indian	1.58	18.4	1	9.9	2.0	1.61	13.51
2025-04-03 21:07	Cork	JUSTEAT	Indian	4.33	35.1	2	29.96	3.17	0.0	33.13
2025-02-18 11:21	Limerick	InHouse	Pizza	0.75	27.8	2	32.92	0.0	2.86	35.78
2024-10-30 20:01	Cork	UberEats	Cafe	3.41	44.4	4	14.99	2.71	1.88	19.58
2025-03-31 18:05	Cork	JustEat	Burgers	1.4	26.0	4	39.36	2.0	0.0	41.36
2024-05-10 16:55	Dublin	UberEats	Pizza	2.33	18.3	5	48.71	2.16	0.0	50.87
2024-08-03 18:05	Dublin	UberEats	Indian	4.99	43.7	1	18.49	3.49	0.0	21.98
2025-01-21 23:05	Cork	JustEat	indian	4.11	34.9	4	56.23	3.06	0.0	59.29
2025-01-28 20:29	Limerick	InHouse	Indian	6.22	49.5	4	53.47	0.0	4.79	58.26
2025-02-03 10:57	Dublin	UberEats	Pizza	4.17	37.9	5	54.93	3.08	4.17	62.18
2024-07-04 16:28	Dublin	JustEat	Cafe	4.28	40.9	4	29.03	3.14	1.23	33.4
2024-09-19 19:53	Limerick	UberEats	Thai	2.61	25.0	1	14.22	2.3	0.0	16.52
2024-07-22 12:24	Cork	UberEats	pizza	3.25	35.9	4	70.74	2.62	2.8	76.16
2025-03-08 14:55	Dublin	JustEat	Burgers	2.07	22.8	5	66.81	2.04	0.0	68.85
2025-03-04 19:43	Dublin	UberEats	sushi	5.66	40.9	3	49.17	3.83	1.92	54.92
2024-07-05 21:33	Dublin	Deliveroo	Pizza	2.74	26.2	5	64.74	2.37	0.0	67.11
2025-04-15 21:43	Dublin	JustEat	Burgers 	2.72	31.7	1	12.84	2.36	0.0	15.2
2024-12-24 19:58	Limerick	Deliveroo	Indian	5.67	36.5	5	102.03	3.84	0.0	105.87
2025-04-14 11:42	Dublin	UBEREATS	Chinese	2.31	39.8	2	30.41	2.16	0.0	32.57
2025-01-31 20:42	Dublin	UberEats	Burgers	2.4	33.4	4	47.29	2.2	4.53	54.02
2024-05-30 22:56	Dublin	UberEats	THAI	4.19	38.6	4	63.38	3.09	1.77	68.24
2024-09-01 21:08	Limerick	JustEat	Chinese	3.73	41.3	2	28.5	2.86	3.64	35.0
2024-11-21 10:50	Dublin	UberEats	Pizza	2.54	34.8	1	12.63	2.27	3.22	18.12
2025-01-21 21:54	Dublin	 JustEat 	Pizza	2.42	28.7	2	24.23	2.21	0.0	26.44
2024-06-13 15:39	Dublin	UberEats	Chinese	2.1	21.8	5	72.16	2.05	0.0	74.21
2025-01-08 11:49	Cork	UberEats	Indian	4.15	32.8	1	10.21	3.08	0.0	13.29
2024-12-10 20:46	Limerick	Deliveroo	Sushi	2.55	30.0	3	46.42	2.28	0.0	48.7
2024-07-16 11:56	Belfast	JustEat	Indian	1.41	29.1	1	17.83	2.0	0.0	19.83
2024-11-24 22:11	Cork	Deliveroo	Cafe	3.64	39.1	5	31.57	2.82	4.65	39.04
2025-03-16 20:39	Cork	Deliveroo	Chinese	2.6	40.5	5	42.76	2.3	0.0	45.06
2024-11-16 18:00	Cork	JustEat	Chinese	3.38	44.6	5	43.75	2.69	0.54	46.98
2024-11-11 10:54	Galway	InHouse	Burgers	2.47	28.9	3	32.43	0.0	0.0	32.43
2025-04-14 23:22	Cork	UberEats	Indian	2.86	25.1	2	22.17	2.43	0.0	24.6
2024-11-29 14:28	Galway	Deliveroo	 Cafe 	3.42	36.3	4	37.34	2.71	0.0	40.05
2025-01-29 12:15	Cork	InHouse	Pizza	2.67	21.0	4	51.93	0.0	0.0	51.93
2025-03-09 21:58	Cork	Deliveroo	Thai	2.01	31.0	4	57.28	2.01	0.0	59.29
2025-01-14 13:44	Dublin	justeat	Pizza 	1.62	27.5	1	13.77	2.0	0.0	15.77
2024-11-07 13:39	Galway	justeat	Chinese	0.89	27.7	4	47.6	2.0	0.0	49.6
2025-04-29 13:04	Limerick	InHouse	Cafe	1.91	25.7	5	39.79	0.0	0.0	39.79
2025-04-16 20:02	Dublin	ubereats	Burgers	6.03	46.2	3	25.32	4.01	0.0	29.33
2024-11-28 12:14	Dublin	JustEat	pizza	3.35	31.8	4	63.0	2.67	3.28	68.95
2024-07-11 13:40	Belfast	Deliveroo 	Burgers	3.05	26.1	2	24.01	2.53	3.48	30.02
2025-03-17 11:44	Dublin	Deliveroo	Chinese	1.91	29.2	5	92.63	2.0	0.8	95.43
2025-03-26 20:10	 Dublin	UberEats	Cafe	2.64	30.5	4	34.62	2.32	0.0	36.94
2024-11-27 16:51	Cork	UberEats	Indian	5.8	32.1	2	20.46	3.9	0.0	24.36
2025-02-21 23:22	Dublin	InHouse	Pizza	2.95	34.6	1	20.99	0.0	4.5	25.49
2024-12-26 17:20	 CORK	UberEats	Indian	3.22	35.9	5	62.2	2.61	0.0	64.81
2024-05-13 16:12	Dublin	Ubereats	Indian	5.78	50.5	5	81.17	3.89	2.51	87.57
2025-03-17 12:38	Cork	 UberEats	Pizza	5.61	50.8	3	62.27	3.81	0.0	66.08
2024-07-18 21:28	Belfast	justeat 	Pizza	1.88	23.2	2	22.21	2.0	1.07	25.28
2024-05-28 16:40	Dublin	Deliveroo	Thai 	1.74	23.6	3	43.83	2.0	0.0	45.83
2024-10-31 11:16	Dublin	Deliveroo	Burgers	5.14	31.8	3	36.81	3.57	0.72	41.1
