order_date	country	channel	product_category	payment_method	units	unit_price	discount_rate	order_value
2024-11-27	Ireland	Mobile App	Groceries	Card	5	14.04	0.0	70.21
2025-01-04	Ireland	Mobile App	Clothing	Card	2	46.97	0.082	86.23
2024-05-29	 France 	Web	Books	Card	2	23.75	0.0	47.5
2024-09-24	Germany	Mobile App	Home	Card	2	79.1	0.039	151.99
2024-11-01	Ireland	Mobile App	Groceries	Card	5	9.69	0.063	45.42
2024-10-12	Ireland	Web	Electronics	PayPal	2	297.67	0.0	595.34
2024-09-27	Germany	Web	Clothing	Paypal	1	53.54	0.076	49.5
2024-09-13	Spain	Web	Home	PayPal	4	103.9	0.029	403.59
2024-06-18	UK	Mobile App	 Electronics 	Card	1	365.39	0.066	341.3
2025-01-31	France	web	Groceries	Card	1	10.94	0.0	10.94
2024-08-25	Ireland	 Mobile App 	Groceries	PayPal	1	14.78	0.055	13.96
2025-02-11	GERMANY	Web	Clothing	Cash	4	50.77	0.067	189.56
2025-01-09	UK	Web	Groceries	CARD	5	11.93	0.063	55.91
2025-01-12	 Germany 	Mobile App	Groceries	Card	1	8.7	0.0	8.7
2024-12-24	UK	Web 	CLOTHING	PayPal	4	40.31	0.118	142.25
2024-11-15	uk	web	Electronics	Card	2	315.85	0.081	580.85
2024-05-20	UK	Mobile App	Clothing	Card	3	62.17	0.023	182.26
2025-03-29	UK	Mobile App	Clothing	Card	2	38.79	0.0	77.58
2025-04-04	UK	Web	Books	PayPal	5	14.89	0.0	74.44
2025-03-15	Spain	Store Kiosk	Electronics 	Card	4	321.09	0.006	1276.55
2024-05-02	UK	 Store Kiosk	Home	CARD	2	95.91	0.045	183.28
2024-10-10	Germany	Web	 HOME	PayPal	4	63.03	0.032	244.13
2024-09-24	Germany	web	Electronics	Card	5	351.6	0.074	1627.74
2025-01-24	Germany	Mobile App	Clothing	PayPal	3	63.81	0.048	182.15
2024-10-11	France	mobile app	electronics	PayPal	4	351.81	0.031	1364.09
2024-09-27	 France 	Web	electronics		4	289.3	0.0	1157.19
2024-12-23	Ireland	Web	 Clothing	VOUCHER	2	52.86	0.0	105.72
2024-10-24	Germany	Mobile App	Home	Card	4	105.29	0.071	391.18
2024-05-16	Spain	Mobile App	Books	PayPal	4	29.42	0.089	107.25
2024-11-14	ireland	Web	 Clothing	Card	2	47.84	0.0	95.68
2024-08-16	 Spain 	Web 	Groceries	Card	5	16.95	0.0	84.77
2024-05-31	Ireland	Web	Groceries		2	10.81	0.039	20.78
2025-01-27	Ireland	Web	Electronics	Voucher	1	256.02	0.031	248.1
2024-08-04	GERMANY	Website	Groceries	Cash	1	14.58	0.0	14.58
2025-01-12	 Spain	Web	 Groceries	Card	4	18.03	0.04	69.22
2024-11-03	ireland	MOBILE APP	Clothing	card	3	44.53	0.0	133.6
2024-08-14	Ireland	Web	Home	 PayPal 	2	64.49	0.0	128.97
2024-09-07	UK	Web	Books	PayPal	1	25.25	0.039	24.27
2025-03-26	France	Mobile App	Electronics	Card 	3	317.78	0.043	912.53
2024-08-09	Germany	Mobile App 	Books	 Cash	3	16.33	0.0	49.0
2025-01-15	IRELAND	Web	Books	pay pal	4	23.4	0.089	85.29
2024-11-07	Ireland	Mobile App	Clothing	Card	4	49.23	0.028	191.39
2025-01-09	UK	Mobile App	books	 Card 	3	17.1	0.0	51.29
2025-01-13	UK	web	Electronics 	CARD	4	245.7	0.09	894.4
2025-04-17	France	Web	Electronics	card	3	300.93	0.0	902.8
2024-06-10	UK	 Web 	Electronics	 PayPal 	5	261.4	0.038	1256.87
2025-03-21	uk	web	Electronics	PayPal	3	387.41	0.005	1156.59
2024-05-12	Germany	Mobile App	Electronics	PayPal	3	266.39	0.0	799.18
2024-08-23	France	Mobile App	Books	VOUCHER	5	22.63	0.0	113.13
2024-11-17	spain	Store Kiosk	Electronics	Card	4	376.66	0.037	1451.15
2024-10-10	Ireland	Web	Electronics	Card	1	303.71	0.023	296.64
2024-10-14	Ireland	Web	Home	Paypal	2	95.31	0.0	190.61
2024-11-26	uk	Mobile App	Home	Card	5	81.73	0.023	399.29
2025-04-12	Ireland	Mobile App	Books	Card	4	19.48	0.0	77.91
2024-05-11	UK	Mobile App	Clothing	Card	1	50.31	0.053	47.67
2024-08-16	UK	Web	Home	Card	4	52.44	0.048	199.79
2025-01-10	Germany	Web	Clothing	card	1	55.39	0.109	49.37
2024-05-10	UK	Web	Clothing	Card	2	37.78	0.078	69.66
2024-06-09	UK	 Web 	Groceries	Card	1	16.94	0.0	16.94
2024-07-13	Ireland	Store Kiosk	Electronics 	Card	4	292.47	0.067	1091.6
2024-09-05	Germany	Mobile App	grocery		4	13.27	0.045	50.67
2024-08-15	Spain	Mobile App	Electronics	Card	1	289.89	0.02	284.06
2024-12-13	Ireland	Mobile App	Books	PayPal	5	23.35	0.072	108.36
2025-03-30	France	Mobile App	Electronics	PayPal	2	220.79	0.0	441.58
2025-04-06	UK	Store Kiosk	grocery	PayPal	5	15.2	0.07	70.64
2025-03-29	 Ireland	Website	Electronics	PayPal	5	330.15	0.0	1650.77
2024-07-20	Spain	Mobile App	Electronics	Cash	1	174.88	0.015	172.23
2024-09-30	France	Web	Home	Card	4	91.14	0.0	364.55
2024-10-19	Germany	Web	Books	Card	4	23.72	0.0	94.88
2024-05-08	UK	Mobile App	Clothing	Cash	5	66.11	0.048	314.58
2025-03-07	UK	Mobile App	Electronics	PayPal	3	273.94	0.0	821.81
2024-10-05	Ireland	Web	Groceries	PayPal	4	14.8	0.068	55.14
2024-12-01	france	web	Groceries	Card	2	17.46	0.026	34.0
2024-08-02	 Germany 	Mobile App	Groceries	PayPal	3	16.06	0.045	46.03
2025-03-27	Germany	Web	Electronics	Credit Card	5	298.42	0.0	1492.12
2024-08-22	IRELAND	Mobile App	Home	Cash	2	72.79	0.033	140.74
2024-12-27	UK	WEB	clothing	Card	5	43.89	0.07	203.99
2024-07-21	UK	Mobile App	Home	Card	1	65.14	0.084	59.69
2024-06-29	Ireland	Mobile App	Clothing	Cash	2	58.13	0.074	107.65
2024-06-25	france	Web	Groceries	CARD	1	13.93	0.021	13.63
2024-09-13	Ireland	Mobile App	Clothing	 Card	4	68.88	0.0	275.52
2024-12-09	Germany	Store Kiosk	 Electronics 		1	365.49	0.0	365.49
2024-08-17	Ireland	Web	Clothing	Card	4	52.32	0.037	201.45
2025-01-31	Ireland	Mobile App	Books	Card	1	22.44	0.046	21.42
2025-04-18	Germany	Mobile App	Groceries	Card	5	10.57	0.0	52.85
2024-05-06	Spain	Mobile App	Home	Card	1	61.26	0.086	56.02
2024-10-13	Germany	Web	Electronics	Card	5	256.31	0.057	1208.99
2025-03-03	Ireland	Web	Clothing	PayPal	5	60.44	0.035	291.61
2024-11-14	UK	Web	Books	Cash	4	18.51	0.023	72.33
2025-02-16	UK	Mobile App	Books	PayPal	3	18.86	0.003	56.41
2025-02-03	UK	Mobile App	 Clothing 	PayPal	3	73.67	0.077	203.93
2025-03-27	Ireland	Mobile App 	Electronics	Card	3	243.87	0.0	731.6
2025-01-18	 Ireland 	Web	Clothing	Card	3	64.05	0.023	187.74
2024-10-23	UK	Mobile App	Home	PayPal	1	84.66	0.075	78.34
2024-07-18	UK	Mobile App	Electronics	PayPal	5	337.28	0.0	1686.38
2024-09-09	Germany	Mobile App	Electronics	PayPal	5	291.99	0.09	1327.89
2025-02-05	ireland		CLOTHING	Card	3	36.13	0.054	102.49
2024-06-08	France	Web	Clothing	Voucher	4	53.95	0.0	215.81
2024-09-27	Spain	Web	Clothing	Paypal	3	49.43	0.0	148.3
2025-02-06	Germany	Mobile App	Books	card	3	16.81	0.053	47.77
2025-03-04	ireland	Mobile App	Electronics	Card	5	334.59	0.012	1653.67
2025-03-11	Ireland	Mobile App	Home	Card	2	97.97	0.036	188.83
2025-02-03	Ireland	Web	Clothing	Card	4	51.22	0.047	195.27
2025-04-05	Ireland	Store Kiosk	Electronics	PayPal	3	263.85	0.03	768.01
2025-01-31	Uk	Mobile App	Clothing	Card	4	47.71	0.018	187.4
2024-05-08	Ireland	Mobile App	Electronics	Card	2	246.33	0.054	466.09
2024-12-30	UK	Web	Electronics	Cash	2	357.29	0.049	679.5
2024-10-07	Spain	Web	Electronics	Card	2	274.09	0.063	513.92
2024-08-05	Ireland	Web	CLOTHING	Card	1	52.91	0.0	52.91
2025-04-17	Ireland	Store Kiosk	Home	Card	1	83.99	0.0	83.99
2025-03-25	France	Web	Books	PayPal	4	19.26	0.031	74.62
2024-11-18	Ireland	Web	Groceries	Card	1	13.17	0.0	13.17
2024-10-07	Spain	Mobile App	Clothing	Card	4	41.63	0.056	157.26
2024-06-02	Germany	store kiosk	clothing	Cash	1	33.09	0.0	33.09
2024-12-16	ireland	Store Kiosk	Home	 PayPal 	4	84.78	0.014	334.41
2025-01-25	 UK	Web	Groceries	Card	5	19.12	0.106	85.45
2024-07-14	Germany	Store Kiosk	Home	Card	1	87.11	0.109	77.59
2024-05-14	UK	mobile app	Clothing	Card	2	53.09	0.053	100.58
2024-12-06	Uk	Web	Clothing		1	54.69	0.072	50.77
2025-03-28	Ireland	Web	 Electronics 	 Card 	3	322.86	0.0	968.57
2024-07-18	Ireland	Mobile App	Groceries	Card	4	11.38	0.044	43.52
2024-05-08	Ireland	WEB 	GROCERIES	PayPal	1	11.61	0.055	10.98
2025-04-01	UK 	MobileApp	Books	Card	4	25.28	0.038	97.23
2024-10-04	France	Web	Clothing	PayPal	4	48.45	0.0	193.8
2025-04-04	Ireland	Mobile App	 Clothing 	Cash	2	51.11	0.038	98.31
2025-04-17	Ireland	Web	Electronics	Card	3	228.67	0.012	677.47
2024-10-26	Ireland	Web	Groceries	Voucher	5	16.97	0.0	84.86
2024-07-29	UK	Mobile App	ELECTRONICS	PayPal	4	324.24	0.0	1296.95
2025-02-03	 Ireland 	Web	Books	Card	1	25.86	0.014	25.51
2024-06-30	UK	Mobile App	clothing	Card	3	23.92	0.047	68.4
2025-02-07	Germany 	Web	Books	Voucher	1	19.84	0.053	18.78
2025-01-31	Spain	Web	Groceries	Voucher	4	19.1	0.056	72.14
2025-03-11	UK	Web	Books	Card	3	16.23	0.086	44.5
2025-01-06	Ireland	Mobile App	Home	PayPal	3	76.42	0.084	210.06
2025-03-03	Ireland	Store Kiosk	GROCERIES	PayPal	2	17.04	0.029	33.08
2024-05-03	Ireland	Web	Home	Card	2	95.03	0.063	178.09
2025-04-15	Ireland	Web	Electronics	Card	2	362.81	0.072	673.63
2024-08-11	Germany	 Web	Electronics	card	5	352.6	0.073	1634.54
2024-10-28	Ireland	Mobile App	Groceries	Card	3	15.78	0.062	44.44
2024-11-12	FRANCE	Web	Clothing	PayPal	4	55.35	0.0	221.42
2024-07-24	ireland	Web	 Clothing 		4	45.66	0.0	182.62
2025-03-02	Spain	Store Kiosk	home		4	88.59	0.0	354.36
2024-05-30	Uk	Store Kiosk	Clothing	Card	4	49.71	0.072	184.54
2025-03-20	UK	web	Electronics	Cash	3	287.3	0.0	861.89
2024-08-13	Ireland	mobile app	Groceries	Card	5	14.24	0.079	65.59
2024-07-06	Ireland	STORE KIOSK	Groceries	Voucher	1	16.2	0.04	15.55
2025-01-22	U.K.	Web	Electronics	Card	2	302.94	0.0	605.88
2024-08-13	UK	Mobile App	Clothing	card	4	54.05	0.073	200.44
2024-09-07	Germany	Web	Clothing	Cash	5	64.62	0.0	323.08
2024-12-21	Germany	Mobile App	Clothing	Card	1	53.49	0.068	49.86
2024-09-23	France	Store Kiosk	ELECTRONICS	PayPal	5	233.95	0.004	1164.68
2024-11-03	UK	 Mobile App	Electronics	Cash	2	398.8	0.002	796.0
2025-04-19	FRANCE	Store Kiosk	Home	PayPal	5	41.14	0.03	199.48
2024-12-28	Ireland	WEB	Clothing	Card	5	43.56	0.028	211.76
2024-11-01	France	Web	Clothing	PAYPAL	3	32.31	0.0	96.94
2024-11-28	Germany	 Web	Clothing	Card	3	49.92	0.0	149.76
2024-11-13	France	 Store Kiosk	Books	Card	3	20.95	0.0	62.84
2024-05-04	UK	Store Kiosk	Electronics	Paypal	1	355.26	0.001	355.02
2025-01-17	Germany	Web	Groceries	PayPal	5	20.36	0.07	94.67
2025-04-03	 UK 	Mobile App	GROCERIES	Card	3	12.35	0.063	34.7
2025-01-12	Ireland	Web	Electronics	Card	5	293.26	0.06	1377.83
2025-03-04	france	Store Kiosk	Clothing	Card	3	41.69	0.046	119.32
2024-09-14	France	Web	Groceries	PayPal	3	17.77	0.013	52.63
2024-12-23	Spain	Store Kiosk	Home	PayPal	5	108.18	0.049	514.26
2024-10-28	France	Web	Home	voucher	5	79.98	0.0	399.92
2024-09-11	Germany	Web	Clothing	PayPal 	4	50.14	0.09	182.6
2025-01-18	Ireland	Mobile App	Groceries	PAYPAL	3	15.35	0.0	46.06
2024-12-26	uk	Web	Electronics	Card	5	374.42	0.02	1834.37
2024-12-01	FRANCE	WEB	Books	Card	5	22.83	0.086	104.36
2024-11-20	Ireland	 Store Kiosk 	Books	Card	4	12.27	0.011	48.53
2025-02-17	 Spain	Store Kiosk	Groceries	 PayPal	1	16.64	0.04	15.97
2024-10-15	Germany	Store Kiosk	Clothing	Card	3	31.83	0.016	93.98
2024-06-10	Ireland	mobile	Home	Card	5	78.04	0.079	359.4
2025-04-11	U.K.	Mobile App	Groceries	Card	1	7.72	0.0	7.72
2024-08-31	France	 Web 	Groceries	Card	1	14.51	0.0	14.51
2024-10-16	Ireland	Web	Home	PayPal	3	77.81	0.002	232.98
2025-04-20	 UK 	Web	 Electronics 	Cash	1	307.57	0.09	279.91
2025-03-15	Germany	 Mobile App	Electronics	Card	2	226.76	0.059	426.9
2024-07-26	UK	Web	Electronics	cash	5	195.48	0.059	919.45
2024-06-08	Ireland	Web	Electronics	Cash	4	360.88	0.077	1331.79
2025-04-20	France	Web	Electronics	Card	1	382.43	0.062	358.75
2024-05-10	UK	Mobile App	Clothing	Card	1	60.26	0.0	60.26
2024-05-03	Ireland	Store Kiosk	Groceries	Cash	2	14.5	0.104	26.0
2025-03-19	ireland	WEB	Clothing	Card	1	46.62	0.0	46.62
2024-07-31	France	web	Groceries	Card	2	13.18	0.0	26.37
2024-12-04	Germany	Store Kiosk	Electronics	Card	4	339.81	0.0	1359.25
2024-11-29	Germany	Mobile App	Home	Card	2	88.69	0.0	177.38
2025-01-07	Ireland	Web	clothing	Card	1	30.84	0.0	30.84
2024-05-13	Spain		Home	PayPal	4	57.61	0.086	210.57
2025-04-30	Spain	Web	Electronics	PayPal	2	240.93	0.076	445.17
2024-06-08	Ireland	Web	Clothing	Card 	1	62.23	0.0	62.23
2024-07-09	UK	Mobile App	 Clothing 	Card	4	43.97	0.0	175.89
2024-11-26	UK	Mobile App	Clothing	Card	5	51.06	0.082	234.45
2024-05-22	ireland	Web	home	Card	3	76.18	0.001	228.37
2025-01-14	France	Mobile App	Clothing	Cash	4	57.85	0.0	231.39
2024-06-01	Ireland	Web	Home	Cash	2	38.52	0.033	74.48
2024-11-21	Spain	Web	 Clothing 	PayPal	1	59.86	0.049	56.91
2024-08-09	France	Web	Electronics	Card	4	300.23	0.033	1161.54
2025-04-09	UK	Web	Books	Card	2	28.69	0.086	52.46
2025-04-25	IRELAND	Web	home	Card	4	63.8	0.055	241.2
2024-08-10	Ireland	Web	Home	Card	1	75.75	0.0	75.75
2025-03-06	Spain	Web	Clothing	paypal	1	43.8	0.024	42.74
2024-12-30	UK	Mobile App	Groceries	Cash	4	10.55	0.0	42.22
2024-06-30	France	Web	Home	card	2	54.12	0.0	108.24
2024-06-08	France		Clothing	Card	5	29.02	0.066	135.52
2024-08-30	Ireland	Store Kiosk	Clothing	Card	5	31.99	0.042	153.31
2024-06-13	Ireland	Web	Electronics	Card	4	288.23	0.092	1046.56
2024-07-26	France	Web	Electronics	PayPal	1	231.24	0.045	220.91
2025-04-27	Ireland	Web	Electronics	Card	1	230.71	0.0	230.71
2024-08-06	France	Web 	Books	Card	5	27.59	0.028	134.08
2025-01-04	Ireland	Mobile App	Groceries	Card	4	13.98	0.0	55.9
2024-09-01	 france	Mobile App	Clothing	Card 	2	52.1	0.098	93.97
2025-01-12	UK	Web	Electronics	PayPal	4	341.71	0.058	1287.59
2025-04-27	uk	Web	Groceries	PayPal	1	14.26	0.082	13.09
2024-05-14	France	Web	Clothing	Card	2	49.08	0.0	98.15
2024-06-11	Spain	store kiosk	Groceries	PayPal	4	13.72	0.052	52.02
2024-05-05	Ireland	Web	Home	Card	4	70.45	0.042	269.9
2024-05-28	GERMANY	mobile	Electronics	Card	4	325.12	0.094	1178.62
2024-07-07	Ireland		Books	Cash	5	18.62	0.107	83.15
2024-09-06	UK	Web	Books	Card	1	5.34	0.041	5.13
2024-06-21	Ireland	Web	Electronics	paypal	3	431.93	0.073	1201.47
2025-03-17	UK	Mobile App	Electronics 	Card	1	256.91	0.01	254.41
2024-09-22	UK		Groceries	 PayPal 	3	15.56	0.0	46.67
2025-01-03	UK	Web	Home	Card	4	80.25	0.0	320.98
2025-01-28	Germany	Web	Groceries	Card	3	15.39	0.107	41.26
2024-08-24	Germany	Mobile App	GROCERIES	Card	3	18.48	0.033	53.58
2024-12-19	UK	web	Clothing	 PayPal	3	35.6	0.01	105.7
2025-02-18	UK	Store Kiosk	Clothing	CARD	3	53.75	0.04	154.84
2024-12-25	Ireland 	Mobile App	Home	Card	2	98.71	0.0	197.42
2025-01-30	Ireland	Mobile App	Books	 Card 	3	23.71	0.01	70.45
2024-05-10	Spain	Web	Home	Card	2	112.19	0.0	224.39
2024-11-21	Ireland	Store Kiosk	 books 	 PayPal	5	23.67	0.032	114.59
2025-03-10	Ireland	MOBILE APP	Books	PayPal	5	22.6	0.099	101.76
2024-11-30	France	Mobile App	Electronics		5	307.24	0.027	1495.3
2024-05-08	UK	Web	Electronics	Card	2	372.85	0.091	677.55
2024-08-01	Germany 	mobile	Home	Card	4	77.96	0.106	278.73
2025-03-21	UK	Web	Electronics	Paypal	2	225.47	0.0	450.94
2024-08-05	UK		Electronics	PayPal	2	340.87	0.048	648.75
2024-07-19	 UK 	Mobile App	Electronics	Card	4	275.39	0.056	1039.89
2024-09-24	Germany	Web	Clothing	 Card	2	52.75	0.066	98.58
2024-10-13	germany		Groceries	Voucher	3	9.3	0.012	27.57
2025-01-07	UK	Mobile App	 Electronics 	PayPal	3	248.92	0.038	718.2
2024-08-16	Ireland	Mobile App	Electronics	PayPal	4	242.02	0.042	927.52
2024-10-19	Ireland	Web	home	PayPal	5	53.95	0.0	269.76
2024-08-16	 UK 	Mobile App	Clothing	Card	5	55.91	0.047	266.46
2024-11-26	Ireland	Web	Home	Voucher	3	59.14	0.034	171.44
2024-05-07	Germany	Web	Books	Card	3	23.75	0.022	69.65
2024-07-16	Ireland	MobileApp	Home	PayPal	2	82.74	0.085	151.45
2024-05-13	Germany	Mobile App	 Clothing	Cash	5	56.99	0.033	275.61
2024-08-28	France	Mobile App	Books	PayPal	1	20.79	0.084	19.03
2024-05-03	Ireland	Mobile App	Books	PAYPAL	5	14.13	0.0	70.64
2025-03-21	Germany	Website	 Clothing 	Cash	5	42.2	0.04	202.47
2024-08-12	IRELAND	Web	 Groceries	PayPal	1	16.14	0.0	16.14
2024-06-27	Germany	Mobile App	Clothing	Voucher	1	49.5	0.075	45.81
2025-01-07	Ireland	Mobile App	Clothing	card	1	51.1	0.055	48.3
2024-07-06	Germany	Web	Clothing	Card	4	38.9	0.0	155.6
2024-08-15	Germany	Mobile App	Clothing	Card	1	11.62	0.049	11.05
2024-06-25	France	Web	Clothing	 Card	3	48.4	0.024	141.8
2024-12-03	U.K.	Mobile App	Clothing	Card	1	61.39	0.032	59.43
2024-07-05	France	Web	Groceries	Paypal	1	16.39	0.017	16.11
2024-11-12	Spain	Mobile App	groceries	PayPal	1	8.9	0.069	8.29
2024-06-18	UK	 STORE KIOSK 	Groceries	PayPal	1	14.01	0.0	14.01
2024-12-19	Ireland	Web	Home	Card	3	56.91	0.085	156.13
2024-11-16	Ireland	Website	Electronics	Voucher	2	301.49	0.07	560.74
2025-02-13	GERMANY	Store Kiosk	Electronics	Card	3	248.98	0.0	746.93
2024-09-02	GERMANY	 Web 	Groceries	Card	2	15.43	0.049	29.37
2024-12-29	Ireland	Web	 Books 	Cash	1	26.18	0.038	25.18
2024-06-18	GERMANY	Web	grocery	Card	4	16.52	0.045	63.12
2024-08-14	Ireland	mobile app	 Home 	Card	4	104.04	0.055	393.4
2024-08-07	Spain	Mobile App	Clothing	PayPal	5	52.94	0.0	264.69
2024-08-26	Spain	Web	Electronics	Card	4	346.77	0.0	1387.09
2025-04-03	Spain	Store Kiosk	BOOKS	Card	2	24.32	0.058	45.84
2024-11-14	Ireland 	Website	Electronics	PAYPAL	1	327.98	0.0	327.98
2024-10-20	Ireland	Mobile App	Books	Card	2	21.33	0.0	42.66
2024-08-23	UK	Mobile App	 Electronics	Cash	1	284.58	0.0	284.58
2024-11-03	France	Mobile App	Groceries	Card 	2	18.96	0.051	36.0
2025-02-04	Ireland	Mobile App	groceries	Card	3	10.18	0.0	30.55
2024-11-29	Germany	web	 Groceries 	Card	2	15.26	0.009	30.25
2025-03-06	Ireland	mobile	Electronics 	Card	1	232.44	0.021	227.59
2024-05-16	Germany	Mobile App	Clothing	Card	4	49.93	0.03	193.76
2024-05-31	Ireland	Web	 Books	Cash	3	22.33	0.058	63.11
2024-06-05	 UK 	Mobile App	Books	Card	2	16.74	0.07	31.14
2024-09-13	UK	Mobile App	Clothing	Card	1	53.18	0.098	47.96
2024-10-16	UK	WEB	groceries	Card	2	13.89	0.0	27.78
2024-08-19	France	 Web 	Electronics	Card	1	262.39	0.015	258.55
2024-12-17	Germany	Store Kiosk	clothing	Card	1	46.63	0.005	46.41
2025-03-07	 Ireland 	Web	Books	PayPal	1	20.85	0.054	19.74
2025-03-09	 France 	Web	 Electronics	Card	1	266.11	0.048	253.29
2025-02-06	France	Web	Home	Card	2	95.15	0.072	176.64
2024-09-04	Ireland	 Web 	Electronics	Card	4	306.67	0.044	1172.45
2025-02-20	Ireland	Web	Clothing	Card	5	54.62	0.034	263.81
2025-03-16	Germany	Web	Books	Card	4	21.52	0.092	78.12
2025-01-29	UK	Mobile App	Electronics	Card	4	212.06	0.099	764.47
2024-08-14	Germany	Web	Electronics	Card	1	311.86	0.084	285.8
2025-02-21	France	 Web	Electronics	CARD	5	268.32	0.0	1341.62
2024-05-18	UK	Mobile App	Books	Card	5	21.71	0.092	98.56
2024-09-11	France	Mobile App	Electronics	Card	1	264.63	0.053	250.48
2024-07-05	Ireland	Web	Home	Card	1	85.81	0.0	85.81
2024-06-10	GERMANY 	Web	Electronics	Card	2	275.57	0.021	539.4
2024-12-28	Ireland	Mobile App	Books	Card	4	15.96	0.062	59.89
2024-06-14	Ireland	Mobile App	Books	 Cash 	4	21.2	0.037	81.69
2024-06-13	Spain	WEB	Electronics	Card	5	304.49	0.085	1392.37
2024-10-12	France	Store Kiosk	Electronics	PayPal	3	270.52	0.025	791.63
2024-12-03	UK	Mobile App	Groceries	Card	3	15.07	0.07	42.05
2025-01-21	France	Mobile App	Home	Card	5	50.4	0.0	252.01
2024-11-13	Ireland	Mobile App	Electronics	PayPal	3	283.56	0.015	837.99
2024-11-06	France	Store Kiosk	Home	PAYPAL	5	91.09	0.0	455.43
2024-09-26	Ireland	 Mobile App	 Groceries	Voucher	5	16.08	0.035	77.58
2024-10-12	Spain	web	Groceries	Card	2	14.01	0.0	28.02
2024-07-21	Ireland	Web	Clothing	PayPal	3	48.34	0.0	145.02
2025-04-13	Spain	Mobile App	Electronics	Card	4	247.22	0.113	876.86
2024-08-31	UK	Mobile App	Home	Card	5	50.31	0.02	246.42
2024-08-12	Germany	Store Kiosk	Groceries	card	1	13.76	0.012	13.59
2024-07-28	UK	web	Electronics	Credit Card	4	279.4	0.0	1117.58
2024-06-14	ireland	Web	Clothing	PayPal	3	60.02	0.023	175.92
2024-06-20	france	Mobile App	Groceries	Card	2	12.98	0.062	24.36
2025-03-18	Germany	Mobile App	Books	 Card	1	18.18	0.043	17.4
2024-08-20	Germany	 Mobile App 	Groceries	Card	5	15.9	0.0	79.51
2025-03-21	IRELAND	Web	CLOTHING	Card	2	49.01	0.051	92.98
2025-03-26	UK	Mobile App	electronics	PayPal	2	306.82	0.0	613.64
2024-05-07	UK	STORE KIOSK	groceries	Card	3	17.65	0.065	49.52
2024-08-20	Ireland	Web	 Books 	card	1	17.53	0.057	16.52
2024-09-28	Germany 	Mobile App	Groceries	PayPal	5	17.48	0.0	87.4
2024-05-01	France	Web	Home	PayPal	4	75.71	0.056	285.89
2024-09-24	Germany	Web	Books	Card	2	20.02	0.05	38.03
2024-10-26	Germany 	Web	Groceries	Cash	5	15.71	0.063	73.65
2024-08-01	GERMANY	Web	Electronics 	Card	3	235.43	0.0	706.28
2024-09-18	ireland	Web	Clothing	PayPal	2	44.18	0.0	88.37
2024-07-18	Ireland 	Web	Clothing	Card	5	19.1	0.0	95.52
2024-11-05	U.K.	Mobile App	Groceries	Card	3	11.95	0.0	35.84
2024-08-09	Ireland	Web	Clothing	Card	3	56.87	0.143	146.29
2024-08-01	Spain	Mobile App	Clothing	Cash	1	51.12	0.0	51.12
2024-12-19	GERMANY	Website	Clothing	PAYPAL	3	49.91	0.041	143.59
2025-01-04	Ireland	Mobile App	Home	Card	3	78.71	0.03	229.02
2025-04-15	UK 	Web	Home	PayPal	2	88.55	0.054	167.49
2024-05-28	SPAIN	Mobile App	Books	 Card	2	23.17	0.066	43.26
2025-01-31	Ireland	Web	groceries	CASH	3	13.6	0.064	38.19
2025-04-28	UK	mobile	Electronics	PayPal	3	304.01	0.089	830.41
2024-09-04	France	Web	Groceries	card	1	12.73	0.042	12.2
2025-04-22	Spain	Web	Home	Cash	1	65.68	0.066	61.33
2025-01-13	Ireland	Web	Clothing	Card 	1	46.35	0.076	42.83
2025-02-10	Germany	 Mobile App 	 Home 	PayPal	2	109.57	0.0	219.15
2024-06-26	France	Web	Electronics	Card	5	261.07	0.054	1235.07
2024-09-14	UK	Mobile App	GROCERIES 	Card	1	13.44	0.05	12.76
2024-10-01	France	Store Kiosk	Home	Card	4	88.93	0.07	330.93
2025-04-08	UK	Web	Clothing	Voucher	2	35.3	0.02	69.18
2024-05-04	Germany	 Mobile App 	Electronics	Card	5	295.72	0.04	1419.2
2024-11-01	UK	web	Electronics	Card	3	323.16	0.0	969.47
2025-01-22	 France 	Store Kiosk	Groceries	PayPal	4	14.95	0.071	55.53
2025-03-16	France	Mobile App	Clothing	Card	3	48.74	0.068	136.25
2025-02-14	France	Mobile App	Groceries	Card	1	12.58	0.057	11.86
2025-04-24	Ireland	Mobile App	Groceries	PayPal 	4	15.93	0.0	63.72
2024-06-06	 UK 	Mobile App	Clothing	Card	3	57.04	0.043	163.79
2024-09-22	Ireland 	web 	Clothing	Card	4	40.41	0.0	161.66
2024-05-15	Spain		clothing	Card	2	71.36	0.075	132.04
2024-06-09	 Ireland	Web	GROCERIES	Card 	3	19.1	0.065	53.58
2024-08-27	Germany	Web	Groceries	Cash	4	14.07	0.046	53.71
2025-03-25	ireland 	Mobile App	Electronics	Card	4	271.98	0.052	1030.99
2024-07-28	france	Web	Electronics	Cash	4	211.89	0.0	847.56
2024-10-11	U.K.	Mobile App	Clothing	Card	4	45.3	0.059	170.55
2024-08-06	UK	Web	Home 	Card	2	106.78	0.057	201.33
2025-04-29	UK	Mobile App	Home	Card	3	83.35	0.059	235.3
2024-09-27	UK	MOBILE APP	Electronics	Cash	3	332.1	0.06	936.26
2024-05-25	Spain	Mobile App	Groceries	PayPal	2	21.47	0.0	42.94
2024-11-29	Germany	 Mobile App	Groceries	PayPal	3	20.78	0.071	57.92
